wine_index,type,quality,attribute,value
675,white,5,density,0.99307
675,white,5,pH,3.2
675,white,5,sulphates,0.42
675,white,5,alcohol,9.4
676,white,7,fixed_acidity,6.1
676,white,7,volatile_acidity,0.27
676,white,7,citric_acid,0.31
676,white,7,residual_sugar,1.5
676,white,7,chlorides,0.035
676,white,7,free_sulfur_dioxide,17
676,white,7,total_sulfur_dioxide,83
676,white,7,density,0.99076
676,white,7,pH,3.32
676,white,7,sulphates,0.44
676,white,7,alcohol,11.1
677,red,5,fixed_acidity,12.3
677,red,5,volatile_acidity,0.5
677,red,5,citric_acid,0.49
677,red,5,residual_sugar,2.2
677,red,5,chlorides,0.089
677,red,5,free_sulfur_dioxide,5
677,red,5,total_sulfur_dioxide,14
677,red,5,density,1.0002
677,red,5,pH,3.19
677,red,5,sulphates,0.44
677,red,5,alcohol,9.6
678,white,5,fixed_acidity,6.5
678,white,5,volatile_acidity,0.22
678,white,5,citric_acid,0.31
678,white,5,residual_sugar,3.9
678,white,5,chlorides,0.046
678,white,5,free_sulfur_dioxide,17
678,white,5,total_sulfur_dioxide,106
678,white,5,density,0.99098
678,white,5,pH,3.15
678,white,5,sulphates,0.31
678,white,5,alcohol,11.5
679,red,6,fixed_acidity,11.5
679,red,6,volatile_acidity,0.31
679,red,6,citric_acid,0.51
679,red,6,residual_sugar,2.2
679,red,6,chlorides,0.079
679,red,6,free_sulfur_dioxide,14
679,red,6,total_sulfur_dioxide,28
679,red,6,density,0.9982
679,red,6,pH,3.03
679,red,6,sulphates,0.93
679,red,6,alcohol,9.8
680,white,6,fixed_acidity,6.7
680,white,6,volatile_acidity,0.39
680,white,6,citric_acid,0.31
680,white,6,residual_sugar,2.7
680,white,6,chlorides,0.054
680,white,6,free_sulfur_dioxide,27
680,white,6,total_sulfur_dioxide,202
680,white,6,density,0.9948
680,white,6,pH,3.46
680,white,6,sulphates,0.57
680,white,6,alcohol,10.5
681,red,6,fixed_acidity,7.4
681,red,6,volatile_acidity,0.62
681,red,6,citric_acid,0.05
681,red,6,residual_sugar,1.9
681,red,6,chlorides,0.068
681,red,6,free_sulfur_dioxide,24
681,red,6,total_sulfur_dioxide,42
681,red,6,density,0.9961
681,red,6,pH,3.42
681,red,6,sulphates,0.57
681,red,6,alcohol,11.5
682,red,6,fixed_acidity,9
682,red,6,volatile_acidity,0.43
682,red,6,citric_acid,0.34
682,red,6,residual_sugar,2.5
682,red,6,chlorides,0.08
682,red,6,free_sulfur_dioxide,26
682,red,6,total_sulfur_dioxide,86
682,red,6,density,0.9987
682,red,6,pH,3.38
682,red,6,sulphates,0.62
682,red,6,alcohol,9.5
683,red,7,fixed_acidity,9.3
683,red,7,volatile_acidity,0.37
683,red,7,citric_acid,0.44
683,red,7,residual_sugar,1.6
683,red,7,chlorides,0.038
683,red,7,free_sulfur_dioxide,21
683,red,7,total_sulfur_dioxide,42
683,red,7,density,0.99526
683,red,7,pH,3.24
683,red,7,sulphates,0.81
683,red,7,alcohol,10.8
684,white,5,fixed_acidity,8.5
684,white,5,volatile_acidity,0.17
684,white,5,citric_acid,0.31
684,white,5,residual_sugar,1
684,white,5,chlorides,0.024
684,white,5,free_sulfur_dioxide,13
684,white,5,total_sulfur_dioxide,91
684,white,5,density,0.993
684,white,5,pH,2.79
684,white,5,sulphates,0.37
684,white,5,alcohol,10.1
685,white,5,fixed_acidity,6.8
685,white,5,volatile_acidity,0.21
685,white,5,citric_acid,0.55
685,white,5,residual_sugar,14.6
685,white,5,chlorides,0.053
685,white,5,free_sulfur_dioxide,34
685,white,5,total_sulfur_dioxide,159
685,white,5,density,0.99805
685,white,5,pH,2.93
685,white,5,sulphates,0.44
685,white,5,alcohol,9.2
686,white,5,fixed_acidity,7.6
686,white,5,volatile_acidity,0.2
686,white,5,citric_acid,0.68
686,white,5,residual_sugar,12.9
686,white,5,chlorides,0.042
686,white,5,free_sulfur_dioxide,56
686,white,5,total_sulfur_dioxide,160
686,white,5,density,0.99841
686,white,5,pH,3.05
686,white,5,sulphates,0.41
686,white,5,alcohol,8.7
687,white,7,fixed_acidity,6.9
687,white,7,volatile_acidity,0.22
687,white,7,citric_acid,0.37
687,white,7,residual_sugar,15
687,white,7,chlorides,0.053
687,white,7,free_sulfur_dioxide,59
687,white,7,total_sulfur_dioxide,178
687,white,7,density,0.9992
687,white,7,pH,3.37
687,white,7,sulphates,0.82
687,white,7,alcohol,9.5
688,white,5,fixed_acidity,6.8
688,white,5,volatile_acidity,0.18
688,white,5,citric_acid,0.21
688,white,5,residual_sugar,5.4
688,white,5,chlorides,0.053
688,white,5,free_sulfur_dioxide,34
688,white,5,total_sulfur_dioxide,104
688,white,5,density,0.99445
688,white,5,pH,3.3
688,white,5,sulphates,0.43
688,white,5,alcohol,9.4
689,white,6,fixed_acidity,8.6
689,white,6,volatile_acidity,0.37
689,white,6,citric_acid,0.7
689,white,6,residual_sugar,12.15
689,white,6,chlorides,0.039
689,white,6,free_sulfur_dioxide,21
689,white,6,total_sulfur_dioxide,158
689,white,6,density,0.9983
689,white,6,pH,3
689,white,6,sulphates,0.73
689,white,6,alcohol,9.3
690,white,6,fixed_acidity,6.3
690,white,6,volatile_acidity,0.27
690,white,6,citric_acid,0.25
690,white,6,residual_sugar,5.8
690,white,6,chlorides,0.038
690,white,6,free_sulfur_dioxide,52
690,white,6,total_sulfur_dioxide,155
690,white,6,density,0.995
690,white,6,pH,3.28
690,white,6,sulphates,0.38
690,white,6,alcohol,9.4
691,white,5,fixed_acidity,6.8
691,white,5,volatile_acidity,0.26
691,white,5,citric_acid,0.4
691,white,5,residual_sugar,7.5
691,white,5,chlorides,0.046
691,white,5,free_sulfur_dioxide,45
691,white,5,total_sulfur_dioxide,179
691,white,5,density,0.99583
691,white,5,pH,3.2
691,white,5,sulphates,0.49
691,white,5,alcohol,9.3
692,white,5,fixed_acidity,6.8
692,white,5,volatile_acidity,0.25
692,white,5,citric_acid,0.18
692,white,5,residual_sugar,1.4
692,white,5,chlorides,0.056
692,white,5,free_sulfur_dioxide,13
692,white,5,total_sulfur_dioxide,137
692,white,5,density,0.9935
692,white,5,pH,3.11
692,white,5,sulphates,0.42
692,white,5,alcohol,9.5
693,white,6,fixed_acidity,6
693,white,6,volatile_acidity,0.25
693,white,6,citric_acid,0.4
693,white,6,residual_sugar,5.7
693,white,6,chlorides,0.052
693,white,6,free_sulfur_dioxide,56
693,white,6,total_sulfur_dioxide,152
693,white,6,density,0.99398
693,white,6,pH,3.16
693,white,6,sulphates,0.88
693,white,6,alcohol,10.5
694,white,6,fixed_acidity,8
694,white,6,volatile_acidity,0.18
694,white,6,citric_acid,0.37
694,white,6,residual_sugar,1.3
694,white,6,chlorides,0.04
694,white,6,free_sulfur_dioxide,15
694,white,6,total_sulfur_dioxide,96
694,white,6,density,0.9912
694,white,6,pH,3.06
694,white,6,sulphates,0.61
694,white,6,alcohol,12.1
695,red,6,fixed_acidity,7.5
695,red,6,volatile_acidity,0.51
695,red,6,citric_acid,0.02
695,red,6,residual_sugar,1.7
695,red,6,chlorides,0.084
695,red,6,free_sulfur_dioxide,13
695,red,6,total_sulfur_dioxide,31
695,red,6,density,0.99538
695,red,6,pH,3.36
695,red,6,sulphates,0.54
695,red,6,alcohol,10.5
696,white,5,fixed_acidity,6.4
696,white,5,volatile_acidity,0.41
696,white,5,citric_acid,0.01
696,white,5,residual_sugar,6.1
696,white,5,chlorides,0.048
696,white,5,free_sulfur_dioxide,20
696,white,5,total_sulfur_dioxide,70
696,white,5,density,0.99362
696,white,5,pH,3.19
696,white,5,sulphates,0.42
696,white,5,alcohol,10
697,white,6,fixed_acidity,6.2
697,white,6,volatile_acidity,0.29
697,white,6,citric_acid,0.23
697,white,6,residual_sugar,12.4
697,white,6,chlorides,0.048
697,white,6,free_sulfur_dioxide,33
697,white,6,total_sulfur_dioxide,201
697,white,6,density,0.99612
697,white,6,pH,3.11
697,white,6,sulphates,0.56
697,white,6,alcohol,9.9
698,white,6,fixed_acidity,6.7
698,white,6,volatile_acidity,0.23
698,white,6,citric_acid,0.33
698,white,6,residual_sugar,8.1
698,white,6,chlorides,0.048
698,white,6,free_sulfur_dioxide,45
698,white,6,total_sulfur_dioxide,176
698,white,6,density,0.99472
698,white,6,pH,3.11
698,white,6,sulphates,0.52
698,white,6,alcohol,10.1
699,white,7,fixed_acidity,6.6
699,white,7,volatile_acidity,0.2
699,white,7,citric_acid,0.32
699,white,7,residual_sugar,1.1
699,white,7,chlorides,0.039
699,white,7,free_sulfur_dioxide,25
699,white,7,total_sulfur_dioxide,78
699,white,7,density,0.9926
699,white,7,pH,3.39
699,white,7,sulphates,0.54
699,white,7,alcohol,10.2
700,white,7,fixed_acidity,6
700,white,7,volatile_acidity,0.13
700,white,7,citric_acid,0.28
700,white,7,residual_sugar,5.7
700,white,7,chlorides,0.038
700,white,7,free_sulfur_dioxide,56
700,white,7,total_sulfur_dioxide,189.5
700,white,7,density,0.9948
700,white,7,pH,3.59
700,white,7,sulphates,0.43
700,white,7,alcohol,10.6
701,white,5,fixed_acidity,7.5
701,white,5,volatile_acidity,0.21
701,white,5,citric_acid,0.68
701,white,5,residual_sugar,10.9
701,white,5,chlorides,0.045
701,white,5,free_sulfur_dioxide,38
701,white,5,total_sulfur_dioxide,133
701,white,5,density,0.9978
701,white,5,pH,3
701,white,5,sulphates,0.36
701,white,5,alcohol,8.7
702,white,6,fixed_acidity,7.9
702,white,6,volatile_acidity,0.34
702,white,6,citric_acid,0.44
702,white,6,residual_sugar,6.5
702,white,6,chlorides,0.027
702,white,6,free_sulfur_dioxide,47
702,white,6,total_sulfur_dioxide,126
702,white,6,density,0.99124
702,white,6,pH,2.96
702,white,6,sulphates,0.37
702,white,6,alcohol,12.5
703,white,5,fixed_acidity,7.2
703,white,5,volatile_acidity,0.31
703,white,5,citric_acid,0.26
703,white,5,residual_sugar,7.3
703,white,5,chlorides,0.05
703,white,5,free_sulfur_dioxide,37
703,white,5,total_sulfur_dioxide,157
703,white,5,density,0.99625
703,white,5,pH,3.09
703,white,5,sulphates,0.43
703,white,5,alcohol,9
704,white,5,fixed_acidity,6.2
704,white,5,volatile_acidity,0.24
704,white,5,citric_acid,0.22
704,white,5,residual_sugar,7.9
704,white,5,chlorides,0.053
704,white,5,free_sulfur_dioxide,45
704,white,5,total_sulfur_dioxide,149
704,white,5,density,0.99545
704,white,5,pH,3.23
704,white,5,sulphates,0.52
704,white,5,alcohol,9.3
705,white,8,fixed_acidity,7.3
705,white,8,volatile_acidity,0.25
705,white,8,citric_acid,0.36
705,white,8,residual_sugar,2.1
705,white,8,chlorides,0.034
705,white,8,free_sulfur_dioxide,30
705,white,8,total_sulfur_dioxide,177
705,white,8,density,0.99085
705,white,8,pH,3.25
705,white,8,sulphates,0.4
705,white,8,alcohol,11.9
706,white,5,fixed_acidity,7.2
706,white,5,volatile_acidity,0.47
706,white,5,citric_acid,0.65
706,white,5,residual_sugar,8.3
706,white,5,chlorides,0.083
706,white,5,free_sulfur_dioxide,27
706,white,5,total_sulfur_dioxide,182
706,white,5,density,0.9964
706,white,5,pH,3
706,white,5,sulphates,0.35
706,white,5,alcohol,9.2
707,white,6,fixed_acidity,6.6
707,white,6,volatile_acidity,0.27
707,white,6,citric_acid,0.25
707,white,6,residual_sugar,1.2
707,white,6,chlorides,0.033
707,white,6,free_sulfur_dioxide,36
707,white,6,total_sulfur_dioxide,111
707,white,6,density,0.98918
707,white,6,pH,3.16
707,white,6,sulphates,0.37
707,white,6,alcohol,12.4
708,white,5,fixed_acidity,6.9
708,white,5,volatile_acidity,0.32
708,white,5,citric_acid,0.17
708,white,5,residual_sugar,7.6
708,white,5,chlorides,0.042
708,white,5,free_sulfur_dioxide,69
708,white,5,total_sulfur_dioxide,219
708,white,5,density,0.9959
708,white,5,pH,3.13
708,white,5,sulphates,0.4
708,white,5,alcohol,8.9
709,white,6,fixed_acidity,6.8
709,white,6,volatile_acidity,0.2
709,white,6,citric_acid,0.38
709,white,6,residual_sugar,4.7
709,white,6,chlorides,0.04
709,white,6,free_sulfur_dioxide,27
709,white,6,total_sulfur_dioxide,103
709,white,6,density,0.994
709,white,6,pH,3.37
709,white,6,sulphates,0.58
709,white,6,alcohol,10.7
710,red,6,fixed_acidity,7.3
710,red,6,volatile_acidity,0.43
710,red,6,citric_acid,0.24
710,red,6,residual_sugar,2.5
710,red,6,chlorides,0.078
710,red,6,free_sulfur_dioxide,27
710,red,6,total_sulfur_dioxide,67
710,red,6,density,0.99648
710,red,6,pH,3.6
710,red,6,sulphates,0.59
710,red,6,alcohol,11.1
711,white,5,fixed_acidity,5.9
711,white,5,volatile_acidity,0.26
711,white,5,citric_acid,0.25
711,white,5,residual_sugar,12.5
711,white,5,chlorides,0.034
711,white,5,free_sulfur_dioxide,38
711,white,5,total_sulfur_dioxide,152
711,white,5,density,0.9977
711,white,5,pH,3.33
711,white,5,sulphates,0.43
711,white,5,alcohol,9.4
712,white,5,fixed_acidity,5.8
712,white,5,volatile_acidity,0.29
712,white,5,citric_acid,0.05
712,white,5,residual_sugar,0.8
712,white,5,chlorides,0.038
712,white,5,free_sulfur_dioxide,11
712,white,5,total_sulfur_dioxide,30
712,white,5,density,0.9924
712,white,5,pH,3.36
712,white,5,sulphates,0.35
712,white,5,alcohol,9.2
713,white,5,fixed_acidity,6
713,white,5,volatile_acidity,0.26
713,white,5,citric_acid,0.5
713,white,5,residual_sugar,2.2
713,white,5,chlorides,0.048
713,white,5,free_sulfur_dioxide,59
713,white,5,total_sulfur_dioxide,153
713,white,5,density,0.9928
713,white,5,pH,3.08
713,white,5,sulphates,0.61
713,white,5,alcohol,9.8
714,white,5,fixed_acidity,7.4
714,white,5,volatile_acidity,0.18
714,white,5,citric_acid,0.3
714,white,5,residual_sugar,8.8
714,white,5,chlorides,0.064
714,white,5,free_sulfur_dioxide,26
714,white,5,total_sulfur_dioxide,103
714,white,5,density,0.9961
714,white,5,pH,2.94
714,white,5,sulphates,0.56
714,white,5,alcohol,9.3
715,white,6,fixed_acidity,5.7
715,white,6,volatile_acidity,0.12
715,white,6,citric_acid,0.26
715,white,6,residual_sugar,5.5
715,white,6,chlorides,0.034
715,white,6,free_sulfur_dioxide,21
715,white,6,total_sulfur_dioxide,99
715,white,6,density,0.99324
715,white,6,pH,3.09
715,white,6,sulphates,0.57
715,white,6,alcohol,9.9
716,red,5,fixed_acidity,15.9
716,red,5,volatile_acidity,0.36
716,red,5,citric_acid,0.65
716,red,5,residual_sugar,7.5
716,red,5,chlorides,0.096
716,red,5,free_sulfur_dioxide,22
716,red,5,total_sulfur_dioxide,71
716,red,5,density,0.9976
716,red,5,pH,2.98
716,red,5,sulphates,0.84
716,red,5,alcohol,14.9
717,white,6,fixed_acidity,7
717,white,6,volatile_acidity,0.22
717,white,6,citric_acid,0.3
717,white,6,residual_sugar,1.4
717,white,6,chlorides,0.04
717,white,6,free_sulfur_dioxide,14
717,white,6,total_sulfur_dioxide,63
717,white,6,density,0.98985
717,white,6,pH,3.2
717,white,6,sulphates,0.33
717,white,6,alcohol,12
718,red,6,fixed_acidity,11.2
718,red,6,volatile_acidity,0.67
718,red,6,citric_acid,0.55
718,red,6,residual_sugar,2.3
718,red,6,chlorides,0.084
718,red,6,free_sulfur_dioxide,6
718,red,6,total_sulfur_dioxide,13
718,red,6,density,1
718,red,6,pH,3.17
718,red,6,sulphates,0.71
718,red,6,alcohol,9.5
719,white,6,fixed_acidity,7.1
719,white,6,volatile_acidity,0.17
719,white,6,citric_acid,0.4
719,white,6,residual_sugar,14.55
719,white,6,chlorides,0.047
719,white,6,free_sulfur_dioxide,47
719,white,6,total_sulfur_dioxide,156
719,white,6,density,0.99945
719,white,6,pH,3.34
719,white,6,sulphates,0.78
719,white,6,alcohol,9.1
720,red,5,fixed_acidity,11.3
720,red,5,volatile_acidity,0.37
720,red,5,citric_acid,0.5
720,red,5,residual_sugar,1.8
720,red,5,chlorides,0.09
720,red,5,free_sulfur_dioxide,20
720,red,5,total_sulfur_dioxide,47
720,red,5,density,0.99734
720,red,5,pH,3.15
720,red,5,sulphates,0.57
720,red,5,alcohol,10.5
721,white,5,fixed_acidity,5.8
721,white,5,volatile_acidity,0.415
721,white,5,citric_acid,0.13
721,white,5,residual_sugar,1.4
721,white,5,chlorides,0.04
721,white,5,free_sulfur_dioxide,11
721,white,5,total_sulfur_dioxide,64
721,white,5,density,0.9922
721,white,5,pH,3.29
721,white,5,sulphates,0.52
721,white,5,alcohol,10.5
722,red,6,fixed_acidity,7.1
722,red,6,volatile_acidity,0.6
722,red,6,citric_acid,0
722,red,6,residual_sugar,1.8
722,red,6,chlorides,0.074
722,red,6,free_sulfur_dioxide,16
722,red,6,total_sulfur_dioxide,34
722,red,6,density,0.9972
722,red,6,pH,3.47
722,red,6,sulphates,0.7
722,red,6,alcohol,9.9
723,red,4,fixed_acidity,7.9
723,red,4,volatile_acidity,0.885
723,red,4,citric_acid,0.03
723,red,4,residual_sugar,1.8
723,red,4,chlorides,0.058
723,red,4,free_sulfur_dioxide,4
723,red,4,total_sulfur_dioxide,8
723,red,4,density,0.9972
723,red,4,pH,3.36
723,red,4,sulphates,0.33
723,red,4,alcohol,9.1
724,white,5,fixed_acidity,8.3
724,white,5,volatile_acidity,0.36
724,white,5,citric_acid,0.57
724,white,5,residual_sugar,15
724,white,5,chlorides,0.052
724,white,5,free_sulfur_dioxide,35
724,white,5,total_sulfur_dioxide,256
724,white,5,density,1.0001
724,white,5,pH,2.93
724,white,5,sulphates,0.64
724,white,5,alcohol,8.6
725,red,6,fixed_acidity,9.5
725,red,6,volatile_acidity,0.735
725,red,6,citric_acid,0.1
725,red,6,residual_sugar,2.1
725,red,6,chlorides,0.079
725,red,6,free_sulfur_dioxide,6
725,red,6,total_sulfur_dioxide,31
725,red,6,density,0.9986
725,red,6,pH,3.23
725,red,6,sulphates,0.56
725,red,6,alcohol,10.1
726,white,5,fixed_acidity,6.8
726,white,5,volatile_acidity,0.32
726,white,5,citric_acid,0.34
726,white,5,residual_sugar,6
726,white,5,chlorides,0.05
726,white,5,free_sulfur_dioxide,5
726,white,5,total_sulfur_dioxide,129
726,white,5,density,0.9953
726,white,5,pH,3.19
726,white,5,sulphates,0.4
726,white,5,alcohol,9.1
727,white,6,fixed_acidity,6.3
727,white,6,volatile_acidity,0.23
727,white,6,citric_acid,0.33
727,white,6,residual_sugar,6.9
727,white,6,chlorides,0.052
727,white,6,free_sulfur_dioxide,23
727,white,6,total_sulfur_dioxide,118
727,white,6,density,0.9938
727,white,6,pH,3.23
727,white,6,sulphates,0.46
727,white,6,alcohol,10.4
728,white,6,fixed_acidity,6.9
728,white,6,volatile_acidity,0.14
728,white,6,citric_acid,0.38
728,white,6,residual_sugar,1
728,white,6,chlorides,0.041
728,white,6,free_sulfur_dioxide,22
728,white,6,total_sulfur_dioxide,81
728,white,6,density,0.99043
728,white,6,pH,3.03
728,white,6,sulphates,0.54
728,white,6,alcohol,11.4
729,white,6,fixed_acidity,6.6
729,white,6,volatile_acidity,0.25
729,white,6,citric_acid,0.34
729,white,6,residual_sugar,3
729,white,6,chlorides,0.054
729,white,6,free_sulfur_dioxide,22
729,white,6,total_sulfur_dioxide,141
729,white,6,density,0.99338
729,white,6,pH,3.26
729,white,6,sulphates,0.47
729,white,6,alcohol,10.4
730,white,6,fixed_acidity,7.8
730,white,6,volatile_acidity,0.4
730,white,6,citric_acid,0.49
730,white,6,residual_sugar,7.8
730,white,6,chlorides,0.06
730,white,6,free_sulfur_dioxide,34
730,white,6,total_sulfur_dioxide,162
730,white,6,density,0.9966
730,white,6,pH,3.26
730,white,6,sulphates,0.58
730,white,6,alcohol,11.3
731,white,5,fixed_acidity,6.8
731,white,5,volatile_acidity,0.24
731,white,5,citric_acid,0.34
731,white,5,residual_sugar,4.6
731,white,5,chlorides,0.032
731,white,5,free_sulfur_dioxide,37
731,white,5,total_sulfur_dioxide,135
731,white,5,density,0.9927
731,white,5,pH,3.2
731,white,5,sulphates,0.39
731,white,5,alcohol,10.6
732,white,6,fixed_acidity,7
732,white,6,volatile_acidity,0.22
732,white,6,citric_acid,0.24
732,white,6,residual_sugar,11
732,white,6,chlorides,0.041
732,white,6,free_sulfur_dioxide,75
732,white,6,total_sulfur_dioxide,167
732,white,6,density,0.99508
732,white,6,pH,2.98
732,white,6,sulphates,0.56
732,white,6,alcohol,10.5
733,red,7,fixed_acidity,10.2
733,red,7,volatile_acidity,0.49
733,red,7,citric_acid,0.63
733,red,7,residual_sugar,2.9
733,red,7,chlorides,0.072
733,red,7,free_sulfur_dioxide,10
733,red,7,total_sulfur_dioxide,26
733,red,7,density,0.9968
733,red,7,pH,3.16
733,red,7,sulphates,0.78
733,red,7,alcohol,12.5
734,white,6,fixed_acidity,6.4
734,white,6,volatile_acidity,0.23
734,white,6,citric_acid,0.33
734,white,6,residual_sugar,1.15
734,white,6,chlorides,0.044
734,white,6,free_sulfur_dioxide,15.5
734,white,6,total_sulfur_dioxide,217.5
734,white,6,density,0.992
734,white,6,pH,3.33
734,white,6,sulphates,0.44
734,white,6,alcohol,11
735,white,7,fixed_acidity,7
735,white,7,volatile_acidity,0.2
735,white,7,citric_acid,0.34
735,white,7,residual_sugar,2.1
735,white,7,chlorides,0.049
735,white,7,free_sulfur_dioxide,12
735,white,7,total_sulfur_dioxide,136
735,white,7,density,0.9922
735,white,7,pH,3.25
735,white,7,sulphates,0.46
735,white,7,alcohol,11.6
736,white,6,fixed_acidity,6.8
736,white,6,volatile_acidity,0.15
736,white,6,citric_acid,0.41
736,white,6,residual_sugar,12.9
736,white,6,chlorides,0.044
736,white,6,free_sulfur_dioxide,79.5
736,white,6,total_sulfur_dioxide,183
736,white,6,density,0.99742
736,white,6,pH,3.24
736,white,6,sulphates,0.78
736,white,6,alcohol,10.2
737,white,5,fixed_acidity,8
737,white,5,volatile_acidity,0.18
737,white,5,citric_acid,0.49
737,white,5,residual_sugar,1.8
737,white,5,chlorides,0.061
737,white,5,free_sulfur_dioxide,10
737,white,5,total_sulfur_dioxide,145
737,white,5,density,0.9942
737,white,5,pH,3.23
737,white,5,sulphates,0.48
737,white,5,alcohol,10
738,white,7,fixed_acidity,6.8
738,white,7,volatile_acidity,0.23
738,white,7,citric_acid,0.3
738,white,7,residual_sugar,1.7
738,white,7,chlorides,0.043
738,white,7,free_sulfur_dioxide,19
738,white,7,total_sulfur_dioxide,95
738,white,7,density,0.99207
738,white,7,pH,3.17
738,white,7,sulphates,0.46
738,white,7,alcohol,10.7
739,white,7,fixed_acidity,6.6
739,white,7,volatile_acidity,0.12
739,white,7,citric_acid,0.25
739,white,7,residual_sugar,1.4
739,white,7,chlorides,0.039
739,white,7,free_sulfur_dioxide,21
739,white,7,total_sulfur_dioxide,131
739,white,7,density,0.99114
739,white,7,pH,3.2
739,white,7,sulphates,0.45
739,white,7,alcohol,11.2
740,red,8,fixed_acidity,9.1
740,red,8,volatile_acidity,0.4
740,red,8,citric_acid,0.5
740,red,8,residual_sugar,1.8
740,red,8,chlorides,0.071
740,red,8,free_sulfur_dioxide,7
740,red,8,total_sulfur_dioxide,16
740,red,8,density,0.99462
740,red,8,pH,3.21
740,red,8,sulphates,0.69
740,red,8,alcohol,12.5
741,white,6,fixed_acidity,6.1
741,white,6,volatile_acidity,0.23
741,white,6,citric_acid,0.27
741,white,6,residual_sugar,9.8
741,white,6,chlorides,0.055
741,white,6,free_sulfur_dioxide,74
741,white,6,total_sulfur_dioxide,134
741,white,6,density,0.99534
741,white,6,pH,3.16
741,white,6,sulphates,0.4
741,white,6,alcohol,10.2
742,red,6,fixed_acidity,10.4
742,red,6,volatile_acidity,0.26
742,red,6,citric_acid,0.48
742,red,6,residual_sugar,1.9
742,red,6,chlorides,0.066
742,red,6,free_sulfur_dioxide,6
742,red,6,total_sulfur_dioxide,10
742,red,6,density,0.99724
742,red,6,pH,3.33
742,red,6,sulphates,0.87
742,red,6,alcohol,10.9
743,white,5,fixed_acidity,7
743,white,5,volatile_acidity,0.47
743,white,5,citric_acid,0.07
743,white,5,residual_sugar,1.1
743,white,5,chlorides,0.035
743,white,5,free_sulfur_dioxide,17
743,white,5,total_sulfur_dioxide,151
743,white,5,density,0.991
743,white,5,pH,3.02
743,white,5,sulphates,0.34
743,white,5,alcohol,10.5
744,white,6,fixed_acidity,7.4
744,white,6,volatile_acidity,0.36
744,white,6,citric_acid,0.33
744,white,6,residual_sugar,1.4
744,white,6,chlorides,0.025
744,white,6,free_sulfur_dioxide,27
744,white,6,total_sulfur_dioxide,55
744,white,6,density,0.9915
744,white,6,pH,3.21
744,white,6,sulphates,0.33
744,white,6,alcohol,11.2
745,white,6,fixed_acidity,7.1
745,white,6,volatile_acidity,0.18
745,white,6,citric_acid,0.42
745,white,6,residual_sugar,1.4
745,white,6,chlorides,0.045
745,white,6,free_sulfur_dioxide,47
745,white,6,total_sulfur_dioxide,157
745,white,6,density,0.9916
745,white,6,pH,2.95
745,white,6,sulphates,0.31
745,white,6,alcohol,10.5
746,white,7,fixed_acidity,6.8
746,white,7,volatile_acidity,0.39
746,white,7,citric_acid,0.34
746,white,7,residual_sugar,7.4
746,white,7,chlorides,0.02
746,white,7,free_sulfur_dioxide,38
746,white,7,total_sulfur_dioxide,133
746,white,7,density,0.99212
746,white,7,pH,3.18
746,white,7,sulphates,0.44
746,white,7,alcohol,12
747,white,6,fixed_acidity,6
747,white,6,volatile_acidity,0.27
747,white,6,citric_acid,0.32
747,white,6,residual_sugar,3.6
747,white,6,chlorides,0.035
747,white,6,free_sulfur_dioxide,36
747,white,6,total_sulfur_dioxide,133
747,white,6,density,0.99215
747,white,6,pH,3.23
747,white,6,sulphates,0.46
747,white,6,alcohol,10.8
748,white,5,fixed_acidity,6.4
748,white,5,volatile_acidity,0.23
748,white,5,citric_acid,0.35
748,white,5,residual_sugar,10.3
748,white,5,chlorides,0.042
748,white,5,free_sulfur_dioxide,54
748,white,5,total_sulfur_dioxide,140
748,white,5,density,0.9967
748,white,5,pH,3.23
748,white,5,sulphates,0.47
748,white,5,alcohol,9.2
749,white,6,fixed_acidity,6.1
749,white,6,volatile_acidity,0.27
749,white,6,citric_acid,0.32
749,white,6,residual_sugar,6.2
749,white,6,chlorides,0.048
749,white,6,free_sulfur_dioxide,47
749,white,6,total_sulfur_dioxide,161
749,white,6,density,0.99281
749,white,6,pH,3.22
749,white,6,sulphates,0.6
749,white,6,alcohol,11
750,white,6,fixed_acidity,7.6
750,white,6,volatile_acidity,0.2
750,white,6,citric_acid,0.31
750,white,6,residual_sugar,1.4
750,white,6,chlorides,0.047
750,white,6,free_sulfur_dioxide,41
750,white,6,total_sulfur_dioxide,142
750,white,6,density,0.9934
750,white,6,pH,3.43
750,white,6,sulphates,0.53
750,white,6,alcohol,10.1
751,white,6,fixed_acidity,7.9
751,white,6,volatile_acidity,0.35
751,white,6,citric_acid,0.28
751,white,6,residual_sugar,12.9
751,white,6,chlorides,0.032
751,white,6,free_sulfur_dioxide,13
751,white,6,total_sulfur_dioxide,63
751,white,6,density,0.9932
751,white,6,pH,2.99
751,white,6,sulphates,0.43
751,white,6,alcohol,13
752,white,6,fixed_acidity,6.5
752,white,6,volatile_acidity,0.26
752,white,6,citric_acid,0.74
752,white,6,residual_sugar,13.3
752,white,6,chlorides,0.044
752,white,6,free_sulfur_dioxide,68
752,white,6,total_sulfur_dioxide,224
752,white,6,density,0.9972
752,white,6,pH,3.18
752,white,6,sulphates,0.54
752,white,6,alcohol,9.5
753,white,5,fixed_acidity,7
753,white,5,volatile_acidity,0.24
753,white,5,citric_acid,0.51
753,white,5,residual_sugar,11
753,white,5,chlorides,0.029
753,white,5,free_sulfur_dioxide,55
753,white,5,total_sulfur_dioxide,227
