order,family,Genus,species,mass_g,gestation_mo,newborn_g,weaning_mo,wean_mass_g,AFR_mo,max_life_mo,litter_size,litters_per_year
Rodentia,Ctenomyidae,Ctenomys,opimus,400,NA,NA,NA,NA,NA,NA,2,1
Rodentia,Dasyproctidae,Dasyprocta,punctata,2675,2.8,22.7,NA,NA,16,NA,1.64,NA
Rodentia,Dasyproctidae,Dasyprocta,cristata,2650,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Dasyproctidae,Dasyprocta,leporina,3265,3.47,NA,NA,NA,6.36,213,2.1,NA
Rodentia,Dasyproctidae,Myoprocta,acouchy,775,3.3,76.8,1.75,350,8.22,NA,1.75,NA
Rodentia,Dinomyidae,Dinomys,branickii,12500,8.42,730.54,0.5,NA,NA,156,1.85,NA
Rodentia,Dipodidae,Allactaga,tetradactyla,52,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Dipodidae,Allactaga,euphratica,35.9,NA,NA,NA,NA,NA,50,5,NA
Rodentia,Dipodidae,Allactaga,sibirica,117.5,NA,NA,NA,NA,NA,NA,NA,1
Rodentia,Dipodidae,Allactaga,elater,58.67,NA,NA,1.09,NA,4.67,NA,4.55,2
Rodentia,Dipodidae,Dipus,sagitta,87,0.92,NA,NA,NA,2.75,NA,3.38,2
Rodentia,Dipodidae,Eremodipus,lichtensteini,51,NA,NA,NA,NA,NA,NA,NA,1
Rodentia,Dipodidae,Jaculus,orientalis,134,1.15,NA,NA,NA,NA,NA,2.5,NA
Rodentia,Dipodidae,Jaculus,jaculus,55,1.28,2,1.67,20,10.74,75,4.33,1.5
Rodentia,Dipodidae,Jaculus,turcmenicus,NA,NA,NA,NA,NA,NA,NA,4.5,3
Rodentia,Dipodidae,Napaeozapus,insignis,21.33,0.77,0.96,1.19,8.9,8.4,48,4.42,1.33
Rodentia,Dipodidae,Pygeretmus,platyurus,NA,NA,NA,NA,NA,NA,NA,6,NA
Rodentia,Dipodidae,Pygeretmus,pumilio,52.33,0.92,NA,NA,NA,5.18,NA,3,2
Rodentia,Dipodidae,Salpingotus,crassicauda,NA,NA,NA,NA,NA,NA,NA,2.57,2
Rodentia,Dipodidae,Sicista,napaea,NA,0.69,NA,NA,NA,NA,NA,3.5,1
Rodentia,Dipodidae,Sicista,betulina,8,0.97,NA,1.25,NA,11.61,40,4.86,1
Rodentia,Dipodidae,Stylodipus,telum,55,NA,NA,NA,NA,NA,NA,3,1
Rodentia,Dipodidae,Zapus,princeps,28.75,0.6,0.8,0.98,NA,NA,48,4.89,0.9
Rodentia,Dipodidae,Zapus,trinotatus,24,0.69,0.81,1,NA,12,NA,5.5,1
Rodentia,Dipodidae,Zapus,hudsonius,18.25,0.63,0.82,0.92,7.8,1.59,60,5.17,2.07
Rodentia,Echimyidae,Echimys,chrysurus,640,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Echimyidae,Hoplomys,gymnurus,504,NA,24.3,NA,NA,NA,NA,2.1,NA
Rodentia,Echimyidae,Kannabateomys,amblyonyx,460,NA,NA,NA,NA,NA,NA,1,NA
Rodentia,Echimyidae,Makalata,armata,276,NA,NA,NA,NA,NA,37,1.33,NA
Rodentia,Echimyidae,Proechimys,cayennensis,356.5,2.1,24.7,0.94,NA,4.85,42,2.4,NA
Rodentia,Echimyidae,Proechimys,semispinosus,500,2.01,23,0.7,NA,6.57,NA,2.67,4.04
Rodentia,Echimyidae,Proechimys,guairae,350,2.09,21.63,0.73,NA,2.8,84,2.83,4.4
Rodentia,Echimyidae,Thrichomys,apereoides,373.5,3.1,21.1,1.5,NA,5.85,NA,3.15,2.5
Rodentia,Erethizontidae,Coendou,prehensilis,3900,6.67,407.9,3.13,NA,19,208,1,NA
Rodentia,Erethizontidae,Erethizon,dorsatum,9e3,6.78,678.2,1.28,936.84,24.74,120,1,1
Rodentia,Erethizontidae,Sphiggurus,villosus,1750,NA,NA,NA,NA,NA,NA,1,NA
Rodentia,Erethizontidae,Sphiggurus,mexicanus,2e3,NA,NA,NA,NA,NA,NA,1,NA
Rodentia,Geomyidae,Geomys,bursarius,176.67,0.88,5.51,1.11,22.5,3.93,86,3.39,1
Rodentia,Geomyidae,Geomys,pinetis,142.5,0.93,5.8,1,45,5.87,NA,1.86,1.73
Rodentia,Geomyidae,Geomys,personatus,397,NA,NA,NA,NA,NA,24,3.3,2
Rodentia,Geomyidae,Geomys,arenarius,210,NA,NA,NA,NA,NA,NA,5,2
Rodentia,Geomyidae,Orthogeomys,hispidus,650,NA,NA,NA,NA,2.77,NA,2,NA
Rodentia,Geomyidae,Orthogeomys,cherriei,225,NA,NA,NA,NA,NA,NA,2.5,2
Rodentia,Geomyidae,Pappogeomys,castanops,266,NA,6.07,NA,68.8,10.2,NA,2,NA
Rodentia,Geomyidae,Thomomys,clusius,NA,NA,NA,NA,NA,NA,NA,6.5,NA
Rodentia,Geomyidae,Thomomys,monticola,80,NA,NA,NA,NA,NA,NA,3.5,1
Rodentia,Geomyidae,Thomomys,umbrinus,100,NA,NA,NA,NA,7.97,NA,3.9,1
Rodentia,Geomyidae,Thomomys,talpoides,91.4,0.87,3.12,1.32,NA,11.7,72,5.09,1.13
Rodentia,Geomyidae,Thomomys,bulbivorus,359.9,NA,6.11,1.5,86,NA,NA,5.7,1.25
Rodentia,Geomyidae,Thomomys,bottae,103.5,0.87,3.3,NA,NA,NA,NA,4.33,1.5
Rodentia,Geomyidae,Thomomys,townsendii,233,NA,NA,NA,NA,NA,NA,5.67,2
Rodentia,Heteromyidae,Chaetodipus,nelsoni,14.4,1,NA,NA,NA,NA,31,3.68,NA
Rodentia,Heteromyidae,Chaetodipus,penicillatus,15.23,0.84,NA,0.75,NA,NA,NA,3.69,NA
Rodentia,Heteromyidae,Chaetodipus,californicus,25.5,0.83,1.75,0.76,11,3,NA,4,NA
Rodentia,Heteromyidae,Chaetodipus,intermedius,16.5,NA,NA,0.8,NA,NA,NA,4.5,NA
Rodentia,Heteromyidae,Chaetodipus,fallax,18.7,0.84,NA,NA,NA,5.53,100,NA,1
Rodentia,Heteromyidae,Chaetodipus,formosus,19.45,1,1,0.75,8,12,NA,5.53,1
Rodentia,Heteromyidae,Chaetodipus,hispidus,35.25,NA,NA,NA,NA,NA,NA,4.9,1.75
Rodentia,Heteromyidae,Dipodomys,elephantinus,85,1,NA,NA,NA,NA,NA,2,NA
Rodentia,Heteromyidae,Dipodomys,nitratoides,35.5,1.13,3.18,0.89,20,2.9,NA,2.27,NA
Rodentia,Heteromyidae,Dipodomys,panamintinus,72.4,0.99,4.5,0.93,NA,1.34,NA,3.5,NA
Rodentia,Heteromyidae,Dipodomys,microps,55.16,1.04,4,0.75,21,NA,NA,2.4,1
Rodentia,Heteromyidae,Dipodomys,agilis,60.57,NA,NA,NA,NA,NA,NA,2.55,1
Rodentia,Heteromyidae,Dipodomys,stephensi,64.5,NA,4.4,0.67,27.67,NA,NA,2.62,1.5
Rodentia,Heteromyidae,Dipodomys,venustus,82,NA,NA,NA,NA,NA,NA,3,1.5
Rodentia,Heteromyidae,Dipodomys,merriami,40,0.91,2.92,0.67,17.6,3.35,NA,2.3,1.63
Rodentia,Heteromyidae,Dipodomys,spectabilis,119.6,0.78,7.75,0.81,30.3,NA,NA,2.65,2
Rodentia,Heteromyidae,Dipodomys,californicus,84.96,NA,NA,NA,NA,NA,NA,2.75,2
Rodentia,Heteromyidae,Dipodomys,ingens,132,NA,NA,1.07,NA,NA,NA,2.75,2
Rodentia,Heteromyidae,Dipodomys,heermanni,65,1.03,3.91,1.02,28.1,NA,NA,3.12,2
Rodentia,Heteromyidae,Dipodomys,ordii,54.5,0.99,NA,1.13,NA,2.59,118,3.3,2
Rodentia,Heteromyidae,Dipodomys,deserti,112,1.01,3.04,0.67,38,NA,108,3.29,2.42
Rodentia,Heteromyidae,Heteromys,anomalus,70,NA,3.3,NA,NA,1.67,NA,2,NA
Rodentia,Heteromyidae,Heteromys,oresterus,81,NA,NA,NA,NA,NA,NA,4,NA
Rodentia,Heteromyidae,Heteromys,goldmani,85,NA,NA,NA,NA,NA,NA,NA,3.5
Rodentia,Heteromyidae,Heteromys,desmarestianus,77,0.92,3,NA,NA,7.61,NA,3.31,5
Rodentia,Heteromyidae,Liomys,pictus,50,0.83,2.75,0.87,22.5,3.26,NA,3.5,NA
Rodentia,Heteromyidae,Liomys,irroratus,42.5,NA,NA,NA,NA,NA,NA,4,NA
Rodentia,Heteromyidae,Liomys,adspersus,65,NA,NA,NA,NA,6.33,18,3.2,1.44
Rodentia,Heteromyidae,Liomys,salvini,41,0.92,1.9,NA,NA,2.15,NA,3.43,1.8
Rodentia,Heteromyidae,Microdipodops,pallidus,13.55,NA,1,NA,NA,NA,NA,3.9,NA
Rodentia,Heteromyidae,Microdipodops,megacephalus,13.45,NA,NA,NA,NA,NA,65,3.9,NA
Rodentia,Heteromyidae,Perognathus,fasciatus,11.55,1,NA,NA,NA,NA,NA,4.5,1
Rodentia,Heteromyidae,Perognathus,longimembris,9,0.77,0.78,0.66,4.75,4.96,100,4.33,1.33
Rodentia,Heteromyidae,Perognathus,flavus,7.83,0.83,NA,1,NA,NA,60,4.43,1.33
Rodentia,Heteromyidae,Perognathus,flavescens,9,0.85,NA,NA,NA,2.75,60,4.75,1.5
Rodentia,Heteromyidae,Perognathus,parvus,20.1,0.8,1.5,0.75,NA,3.28,NA,4.77,1.6
Rodentia,Heteromyidae,Perognathus,merriami,8,NA,NA,0.75,NA,NA,48,4.5,2
Rodentia,Heteromyidae,Perognathus,inornatus,8.65,NA,NA,NA,NA,NA,NA,4.67,2
Rodentia,Hydrochaeridae,Hydrochaeris,hydrochaeris,55e3,8.82,1537.5,3.38,8299,15.1,144,3.48,1.25
Rodentia,Hystricidae,Atherurus,macrourus,2e3,NA,NA,NA,NA,NA,NA,1.67,NA
Rodentia,Hystricidae,Atherurus,africanus,3180,3.5,148.13,NA,NA,NA,275,1.5,2.5
Rodentia,Hystricidae,Hystrix,pumila,2740,NA,NA,NA,NA,NA,114,NA,NA
Rodentia,Hystricidae,Hystrix,brachyura,8e3,4,445,NA,NA,NA,327,NA,NA
Rodentia,Hystricidae,Hystrix,indica,14650,3.73,NA,NA,NA,NA,NA,2,NA
Rodentia,Hystricidae,Hystrix,cristata,18333.33,2.5,1e3,NA,NA,NA,NA,2.43,NA
Rodentia,Hystricidae,Hystrix,africaeaustralis,15680,2.42,331.15,2.53,NA,15.2,NA,2.1,1.67
Rodentia,Muridae,Acomys,percivali,NA,1.27,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Acomys,russatus,54.43,1.13,7,NA,NA,3,60,2.5,NA
Rodentia,Muridae,Acomys,wilsoni,20,1.27,NA,NA,10,NA,NA,NA,3.5
Rodentia,Muridae,Acomys,cahirinus,45.25,1.23,5.77,0.81,12.58,2.02,60,2.47,3.5
Rodentia,Muridae,Aethomys,hindei,107,0.82,NA,NA,NA,NA,NA,1.68,NA
Rodentia,Muridae,Aethomys,kaiseri,198,0.9,6.1,0.87,47.57,NA,NA,2.8,NA
Rodentia,Muridae,Aethomys,chrysophilus,78.55,0.83,4.45,0.98,31,3.77,NA,3.6,NA
Rodentia,Muridae,Aethomys,namaquensis,47.56,NA,2.5,0.8,12.5,NA,NA,3.75,2
Rodentia,Muridae,Akodon,varius,37.3,NA,NA,NA,NA,NA,NA,3,NA
Rodentia,Muridae,Akodon,cursor,39.7,NA,NA,NA,NA,NA,NA,3,NA
Rodentia,Muridae,Akodon,boliviensis,25.95,NA,NA,NA,NA,NA,NA,3.5,NA
Rodentia,Muridae,Akodon,molinae,33,0.77,3,0.87,NA,NA,NA,3.78,NA
Rodentia,Muridae,Akodon,dolores,50,NA,3,NA,NA,NA,NA,3.9,NA
Rodentia,Muridae,Akodon,azarae,27.33,0.79,2.2,0.49,NA,2.16,NA,4.05,1
Rodentia,Muridae,Akodon,longipilis,37.55,NA,3.3,NA,NA,2.25,NA,3.7,2.5
Rodentia,Muridae,Akodon,olivaceus,28.03,NA,NA,NA,NA,7,NA,5.5,2.5
Rodentia,Muridae,Akodon,urichi,50,NA,NA,NA,NA,2.7,NA,5,3.6
Rodentia,Muridae,Allocricetulus,eversmanni,NA,NA,NA,NA,NA,NA,NA,NA,2
Rodentia,Muridae,Alticola,roylei,35,NA,NA,NA,NA,NA,NA,4.3,NA
Rodentia,Muridae,Alticola,strelzowi,50,0.67,3,0.57,15,NA,NA,7.7,2.2
Rodentia,Muridae,Alticola,argentatus,37.7,NA,NA,NA,NA,NA,NA,3.6,2.5
Rodentia,Muridae,Apodemus,argenteus,NA,NA,NA,NA,NA,2,NA,4.12,NA
Rodentia,Muridae,Apodemus,peninsulae,32.9,NA,2,NA,NA,NA,NA,4.67,NA
Rodentia,Muridae,Apodemus,uralensis,NA,NA,NA,NA,NA,NA,NA,6.4,NA
Rodentia,Muridae,Apodemus,mystacinus,45.6,0.77,3,0.88,NA,NA,NA,2.84,2
Rodentia,Muridae,Apodemus,flavicollis,29.35,0.85,2.4,0.73,8.7,1.67,48,5.54,2.8
Rodentia,Muridae,Apodemus,agrarius,21.5,0.71,1.9,0.88,NA,2.5,48,5.72,3.17
Rodentia,Muridae,Apodemus,sylvaticus,23.38,0.77,1.5,0.68,NA,2.34,48,5.18,3.83
Rodentia,Muridae,Arborimus,pomo,36,NA,NA,NA,NA,NA,NA,1.5,NA
Rodentia,Muridae,Arborimus,longicaudus,23,1.15,2.57,1.01,21,NA,NA,2.57,NA
Rodentia,Muridae,Arborimus,albipes,23,NA,NA,NA,NA,NA,NA,2.8,NA
Rodentia,Muridae,Arvicanthis,niloticus,64.5,0.73,4.15,0.75,21.67,1.82,NA,5.03,3.5
Rodentia,Muridae,Arvicola,sapidus,187.5,0.73,6,NA,NA,NA,NA,5,NA
Rodentia,Muridae,Arvicola,terrestris,120,0.71,5.86,0.51,42,1.69,60,5.08,3.22
Rodentia,Muridae,Auliscomys,micropus,72.6,NA,NA,NA,NA,2,NA,NA,NA
Rodentia,Muridae,Baiomys,taylori,7.83,0.74,1.16,0.68,3.59,1.95,43,2.67,NA
Rodentia,Muridae,Bandicota,indica,545,0.69,9.99,0.92,41,8.39,NA,7.44,NA
Rodentia,Muridae,Bandicota,bengalensis,166.67,0.64,4.43,0.97,22.9,2.6,NA,7.96,5.9
Rodentia,Muridae,Beamys,hindei,101.67,0.83,3.2,1.38,59.2,6.85,NA,4.26,NA
Rodentia,Muridae,Bolomys,lasiurus,39.93,0.74,3.45,NA,NA,2.28,NA,4.17,NA
Rodentia,Muridae,Calomys,lepidus,26.6,NA,2.05,NA,NA,NA,NA,4.15,NA
Rodentia,Muridae,Calomys,laucha,34,0.83,NA,NA,NA,NA,NA,4.65,NA
Rodentia,Muridae,Calomys,hummelincki,27,0.83,NA,NA,NA,NA,NA,5,NA
Rodentia,Muridae,Calomys,callosus,41,0.73,2.34,0.58,14.25,1.72,NA,5.06,NA
Rodentia,Muridae,Calomys,musculinus,17.6,0.74,NA,NA,NA,2.41,NA,5.4,NA
Rodentia,Muridae,Calomyscus,bailwardi,20.4,NA,NA,NA,NA,NA,NA,3.33,1
Rodentia,Muridae,Calomyscus,mystax,20.4,NA,NA,NA,NA,NA,NA,NA,2
Rodentia,Muridae,Cannomys,badius,650,1.38,7,2,NA,NA,39,1.75,NA
Rodentia,Muridae,Chionomys,nivalis,54,0.69,3.7,0.75,NA,NA,NA,2.67,2
Rodentia,Muridae,Chionomys,gud,NA,NA,NA,NA,NA,NA,NA,NA,2.5
Rodentia,Muridae,Chiropodomys,gliroides,25.5,0.67,2.8,0.79,10,3.33,43,2.17,NA
Rodentia,Muridae,Chiruromys,vates,43.4,NA,NA,NA,NA,NA,NA,1,NA
Rodentia,Muridae,Clethrionomys,gapperi,20.57,0.59,1.61,0.55,10.89,4,NA,5.04,2.71
Rodentia,Muridae,Clethrionomys,rufocanus,29.5,NA,NA,NA,10,2.03,NA,4.13,2.84
Rodentia,Muridae,Clethrionomys,glareolus,20.77,0.69,1.82,0.72,9.4,3.1,59,4.29,3.17
Rodentia,Muridae,Clethrionomys,californicus,23.6,0.62,NA,NA,NA,NA,NA,3.3,3.3
Rodentia,Muridae,Clethrionomys,rutilus,25,0.77,2.95,NA,NA,4,NA,7,3.8
Rodentia,Muridae,Colomys,goslingi,58.5,NA,NA,NA,NA,NA,36,2,NA
Rodentia,Muridae,Conilurus,penicillatus,144,1.16,NA,1.02,NA,NA,60,2,NA
Rodentia,Muridae,Cremnomys,blanfordi,14.1,NA,NA,NA,NA,NA,NA,2.5,NA
Rodentia,Muridae,Cremnomys,cutchicus,59.8,NA,NA,NA,NA,NA,NA,4.67,NA
Rodentia,Muridae,Cricetomys,gambianus,1092.6,1.17,23.1,1.02,NA,5.32,NA,3.33,4.33
Rodentia,Muridae,Cricetulus,barabensis,NA,NA,2,0.67,14,NA,NA,5.33,NA
Rodentia,Muridae,Cricetulus,migratorius,30.8,0.49,NA,NA,NA,NA,NA,4.1,2
Rodentia,Muridae,Cricetus,cricetus,506.67,0.71,5.05,0.83,105.05,3.34,48,7.73,2
Rodentia,Muridae,Dasymys,incomtus,106.18,NA,NA,1,30,2.34,NA,2.5,NA
Rodentia,Muridae,Dendromus,messorius,NA,NA,NA,NA,NA,NA,NA,3,NA
Rodentia,Muridae,Dendromus,kahuziensis,NA,NA,NA,NA,NA,NA,NA,3.5,NA
Rodentia,Muridae,Dendromus,mystacalis,7.2,NA,NA,NA,NA,NA,NA,4.29,NA
Rodentia,Muridae,Dendromus,mesomelas,10.6,NA,NA,NA,NA,NA,39,4.44,NA
Rodentia,Muridae,Dendromus,melanotis,7.36,0.83,NA,NA,NA,NA,NA,4.56,NA
Rodentia,Muridae,Dephomys,defua,45,NA,NA,NA,NA,NA,NA,2.75,NA
Rodentia,Muridae,Desmodilliscus,braueri,10,0.96,0.9,NA,NA,NA,NA,2.53,NA
Rodentia,Muridae,Desmodillus,auricularis,54.5,0.94,3.12,1.1,NA,NA,NA,3.29,NA
Rodentia,Muridae,Dicrostonyx,unalascensis,NA,0.7,5.2,NA,NA,NA,NA,2.8,NA
Rodentia,Muridae,Dicrostonyx,richardsoni,55,0.68,4,0.63,NA,3,24,3.5,NA
Rodentia,Muridae,Dicrostonyx,hudsonius,57,0.67,NA,NA,NA,NA,NA,NA,1.5
Rodentia,Muridae,Dicrostonyx,torquatus,85,0.6,2.97,1,25.5,3,45,4.07,2
Rodentia,Muridae,Dicrostonyx,groenlandicus,55.05,0.71,4.35,0.53,23,1.32,NA,3.27,2.5
Rodentia,Muridae,Dinaromys,bogdanovi,56,1,NA,NA,NA,NA,NA,2.5,1.5
Rodentia,Muridae,Eligmodontia,typus,21.4,NA,1.73,0.6,NA,1.75,NA,4,NA
Rodentia,Muridae,Ellobius,fuscocapillus,80,NA,NA,NA,NA,NA,NA,3.67,NA
Rodentia,Muridae,Ellobius,talpinus,38,0.87,NA,2,NA,3.15,NA,3.6,4.75
Rodentia,Muridae,Eolagurus,luteus,26,NA,NA,NA,NA,0.97,NA,7.5,3.5
Rodentia,Muridae,Gerbillurus,setzeri,38.6,0.7,2.3,0.85,20.15,NA,NA,3,NA
Rodentia,Muridae,Gerbillurus,paeba,28.5,0.79,2.1,0.82,13.5,2.49,NA,3.63,NA
Rodentia,Muridae,Gerbillurus,tytonis,24,NA,1.9,0.97,13,NA,NA,4.4,NA
Rodentia,Muridae,Gerbillus,gleadowi,26.1,0.67,1.9,NA,NA,NA,NA,3.5,NA
Rodentia,Muridae,Gerbillus,andersoni,22,NA,NA,NA,NA,NA,NA,3.9,NA
Rodentia,Muridae,Gerbillus,henleyi,11.7,NA,NA,NA,NA,NA,NA,4,NA
Rodentia,Muridae,Gerbillus,gerbillus,25,NA,NA,NA,NA,NA,NA,4.1,NA
Rodentia,Muridae,Gerbillus,dasyurus,24.4,0.84,NA,NA,NA,NA,NA,4.4,NA
Rodentia,Muridae,Gerbillus,perpallidus,NA,0.67,2.24,NA,17.23,NA,NA,4.46,NA
Rodentia,Muridae,Gerbillus,simoni,NA,NA,NA,0.88,NA,3.06,NA,4.68,NA
Rodentia,Muridae,Gerbillus,cheesmani,43.35,NA,NA,NA,NA,NA,NA,8,NA
Rodentia,Muridae,Gerbillus,nanus,18.5,0.72,NA,NA,NA,NA,NA,5,3
Rodentia,Muridae,Gerbillus,pyramidum,37,0.95,2.55,0.92,11,2.59,98,3.47,5
Rodentia,Muridae,Golunda,ellioti,65,NA,NA,NA,NA,NA,NA,3.5,NA
Rodentia,Muridae,Grammomys,rutilans,53,0.83,NA,NA,NA,NA,NA,1,NA
Rodentia,Muridae,Grammomys,dolichurus,43.7,0.8,4.2,0.82,NA,2.4,53,2.74,NA
Rodentia,Muridae,Grammomys,cometes,NA,NA,NA,0.75,NA,NA,NA,NA,3
Rodentia,Muridae,Graomys,griseoflavus,66,NA,NA,NA,NA,NA,NA,7.05,NA
Rodentia,Muridae,Hodomys,alleni,368,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Muridae,Holochilus,brasiliensis,155,0.94,5,0.75,NA,3.25,NA,3,NA
Rodentia,Muridae,Hybomys,univittatus,51.8,1,4.4,NA,NA,2.93,NA,2.5,NA
Rodentia,Muridae,Hydromys,chrysogaster,606,1.17,24.39,1.05,150,5.36,NA,3.8,2.12
Rodentia,Muridae,Hylomyscus,alleni,20,0.97,1.5,NA,NA,NA,NA,3,NA
Rodentia,Muridae,Hylomyscus,stella,16.7,0.97,1.49,NA,NA,1.27,NA,3.13,NA
Rodentia,Muridae,Hyomys,goliath,882,NA,NA,NA,NA,NA,NA,1,NA
Rodentia,Muridae,Hyperacrius,fertilis,NA,NA,NA,NA,NA,NA,NA,NA,2.5
Rodentia,Muridae,Hyperacrius,wynnei,52.6,NA,NA,NA,NA,NA,NA,1.67,2.5
Rodentia,Muridae,Hypogeomys,antimena,1250,4,NA,NA,NA,NA,NA,1,NA
Rodentia,Muridae,Lagurus,lagurus,20.3,0.66,1.35,NA,5.75,1.24,NA,4.5,5
Rodentia,Muridae,Lasiopodomys,brandtii,NA,NA,1.9,NA,NA,2,NA,6,2.67
Rodentia,Muridae,Leggadina,lakedownensis,17.5,1.05,NA,1,NA,3,NA,3,NA
Rodentia,Muridae,Leggadina,forresti,20,NA,NA,1,NA,3,NA,3.5,NA
Rodentia,Muridae,Lemmiscus,curtatus,27.17,0.82,1.16,0.7,NA,1.89,NA,6.11,3
Rodentia,Muridae,Lemmus,lemmus,51.67,0.68,3.92,0.5,NA,1.29,24,5.12,2.5
Rodentia,Muridae,Lemmus,sibiricus,59.2,0.7,3.78,NA,27,1.86,NA,5.15,3
Rodentia,Muridae,Lemniscomys,griselda,59,NA,NA,NA,NA,NA,NA,3.25,NA
Rodentia,Muridae,Lemniscomys,striatus,42.3,0.83,1.7,1,15,5.51,30,4.54,2
Rodentia,Muridae,Leporillus,conditor,332.5,1.24,NA,1.17,NA,7.47,NA,2.17,NA
Rodentia,Muridae,Lophiomys,imhausi,755,NA,NA,1.33,NA,NA,90,2,NA
Rodentia,Muridae,Lophuromys,woosnami,NA,1.07,9.5,NA,NA,NA,NA,1.5,NA
Rodentia,Muridae,Lophuromys,luteogaster,NA,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Muridae,Lophuromys,flavopunctatus,55,1.01,6.5,1.67,15.33,2,NA,2.31,NA
Rodentia,Muridae,Lophuromys,sikapusi,44.5,1,7.5,0.4,13.61,NA,NA,3.5,NA
Rodentia,Muridae,Macrotarsomys,bastardi,NA,NA,NA,NA,NA,NA,NA,2.48,NA
Rodentia,Muridae,Malacothrix,typica,12.33,0.88,1.2,1.07,NA,2.12,NA,4.1,NA
Rodentia,Muridae,Mastomys,erythroleucus,37.77,0.7,NA,NA,22.5,4.5,NA,6.5,NA
Rodentia,Muridae,Mastomys,natalensis,44.97,0.77,2.07,0.69,13.28,2.77,NA,14.18,2
Rodentia,Muridae,Megadontomys,thomasi,111,NA,4.5,1,NA,NA,NA,2.7,NA
Rodentia,Muridae,Melomys,levipes,81.6,NA,NA,NA,NA,NA,NA,1.5,NA
Rodentia,Muridae,Melomys,rubex,45.9,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Muridae,Melomys,rufescens,57.4,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Muridae,Melomys,moncktoni,89.8,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Muridae,Melomys,leucogaster,96,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Muridae,Melomys,capensis,65,NA,6.5,NA,NA,NA,NA,2,NA
Rodentia,Muridae,Melomys,burtoni,62,NA,NA,0.75,30.5,NA,NA,2.4,NA
Rodentia,Muridae,Melomys,cervinipes,94,1.3,NA,1.08,17.5,6.42,NA,2.5,1.3
Rodentia,Muridae,Meriones,persicus,100,0.84,5,0.64,NA,NA,NA,4.33,NA
Rodentia,Muridae,Meriones,tristrami,105,0.85,3,NA,NA,NA,NA,4.6,NA
Rodentia,Muridae,Meriones,libycus,77,0.84,5.33,1,45,3,NA,4.97,NA
Rodentia,Muridae,Meriones,shawi,185,0.86,4.46,0.75,25,3.36,NA,5.41,NA
Rodentia,Muridae,Meriones,vinogradovi,150,0.72,3,NA,NA,NA,NA,7,NA
Rodentia,Muridae,Meriones,crassus,48.3,0.82,3.4,0.67,NA,3,67,3.83,2
Rodentia,Muridae,Meriones,tamariscinus,NA,NA,3.03,0.56,15.75,NA,NA,4.21,2
Rodentia,Muridae,Meriones,meridianus,53,0.77,NA,0.7,NA,NA,NA,5.56,3
Rodentia,Muridae,Meriones,hurrianae,70,0.97,3.5,0.82,20.5,3.61,NA,4.46,3.5
Rodentia,Muridae,Meriones,unguiculatus,53.2,0.84,2.9,0.87,14.95,2.64,24,4.89,3.84
Rodentia,Muridae,Mesembriomys,macrurus,268.5,1.57,NA,1.63,NA,NA,NA,2,NA
Rodentia,Muridae,Mesembriomys,gouldii,900,1.46,34.9,1.56,440.5,2.32,47,1.96,4
Rodentia,Muridae,Mesocricetus,brandti,197.5,0.5,NA,NA,NA,1.17,NA,6.49,NA
Rodentia,Muridae,Mesocricetus,raddei,NA,NA,NA,NA,NA,NA,NA,NA,2
Rodentia,Muridae,Mesocricetus,auratus,105,0.54,2.31,0.74,22.93,1.54,36,8.59,3.75
Rodentia,Muridae,Micromys,minutus,6,0.65,0.9,0.59,NA,1.41,60,5.15,2.6
Rodentia,Muridae,Microtus,lusitanicus,NA,0.67,1.7,NA,NA,1.25,NA,2,NA
Rodentia,Muridae,Microtus,transcaspicus,NA,NA,2.8,NA,NA,NA,NA,2.1,NA
Rodentia,Muridae,Microtus,duodecimcostatus,NA,NA,2.21,NA,NA,NA,33,2.53,NA
Rodentia,Muridae,Microtus,abbreviatus,50,0.7,3.45,0.5,NA,NA,NA,2.57,NA
Rodentia,Muridae,Microtus,mexicanus,35,NA,NA,NA,NA,NA,NA,2.72,NA
Rodentia,Muridae,Microtus,juldaschi,NA,NA,NA,NA,NA,NA,NA,3.53,NA
Rodentia,Muridae,Microtus,breweri,54,0.73,3.5,0.5,NA,NA,NA,3.98,NA
Rodentia,Muridae,Microtus,montebelli,39.85,0.97,2.45,0.67,17.6,2,NA,4.3,NA
Rodentia,Muridae,Microtus,townsendii,54.8,0.75,NA,0.53,15.1,NA,NA,5.28,NA
Rodentia,Muridae,Microtus,miurus,39.5,0.7,2.6,NA,NA,NA,NA,5.96,NA
Rodentia,Muridae,Microtus,longicaudus,36.7,NA,NA,NA,NA,NA,14,5.22,1.9
Rodentia,Muridae,Microtus,chrotorrhinus,39,0.67,NA,NA,NA,NA,NA,3.56,2
Rodentia,Muridae,Microtus,canicaudus,35.3,0.73,2.43,0.6,13.98,1.83,NA,4.33,2
